objective,graph
1.113,v 0 C v 1 C v 2 C v 3 O v 4 N v 5 C v 6 C v 7 O v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 F v 15 C v 16 C v 17 C v 18 O v 19 C v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 S v 29 C v 30 O v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 8 - e 1 35 - e 2 3 = e 2 4 - e 4 5 - e 4 36 - e 5 6 - e 5 37 - e 5 38 - e 6 7 - e 6 39 - e 6 40 - e 7 41 - e 8 9 - e 8 17 - e 9 10 - e 9 42 - e 9 43 - e 10 11 : e 10 16 : e 11 12 : e 11 44 - e 12 13 : e 12 45 - e 13 14 - e 13 15 : e 15 16 : e 15 46 - e 16 47 - e 17 18 = e 17 19 - e 19 20 - e 19 48 - e 19 49 - e 20 21 - e 20 28 - e 21 22 - e 21 50 - e 21 51 - e 22 23 : e 22 27 : e 23 24 : e 23 52 - e 24 25 : e 24 53 - e 25 26 : e 25 54 - e 26 27 : e 26 55 - e 27 56 - e 28 29 - e 28 30 = e 28 31 = e 29 57 - e 29 58 - e 29 59 -
1.819,v 0 C v 1 C v 2 N v 3 S v 4 O v 5 O v 6 C v 7 C v 8 C v 9 C v 10 O v 11 N v 12 C v 13 C v 14 C v 15 C v 16 O v 17 O v 18 C v 19 C v 20 C v 21 C v 22 O v 23 O v 24 C v 25 C v 26 C v 27 C v 28 C v 29 O v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 1 34 - e 1 35 - e 2 3 - e 2 36 - e 3 4 = e 3 5 = e 3 6 - e 6 7 : e 6 28 : e 7 8 : e 7 37 - e 8 9 - e 8 26 : e 9 10 = e 9 11 - e 11 12 - e 11 38 - e 12 13 : e 12 25 : e 13 14 : e 13 39 - e 14 15 - e 14 19 : e 15 16 = e 15 17 - e 17 18 - e 18 40 - e 18 41 - e 18 42 - e 19 20 : e 19 43 - e 20 21 - e 20 25 : e 21 22 = e 21 23 - e 23 24 - e 24 44 - e 24 45 - e 24 46 - e 25 47 - e 26 27 : e 26 48 - e 27 28 : e 27 49 - e 28 29 - e 29 30 - e 30 50 - e 30 51 - e 30 52 -
1.932,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 S v 6 O v 7 O v 8 N v 9 C v 10 O v 11 C v 12 C v 13 C v 14 C v 15 O v 16 N v 17 C v 18 C v 19 N v 20 C v 21 C v 22 C v 23 C v 24 N v 25 O v 26 O v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 : e 1 32 : e 2 3 : e 2 36 - e 3 4 : e 3 37 - e 4 5 - e 4 31 : e 5 6 = e 5 7 = e 5 8 - e 8 9 - e 8 13 - e 9 10 = e 9 11 - e 11 12 - e 11 38 - e 11 39 - e 12 13 - e 12 40 - e 12 41 - e 13 14 - e 13 42 - e 14 15 = e 14 16 - e 16 17 - e 16 30 - e 17 18 - e 17 43 - e 17 44 - e 18 19 - e 18 45 - e 18 46 - e 19 20 - e 19 29 - e 20 21 : e 20 28 : e 21 22 : e 21 47 - e 22 23 : e 22 48 - e 23 24 - e 23 27 : e 24 25 = e 24 26 - e 27 28 : e 27 49 - e 28 50 - e 29 30 - e 29 51 - e 29 52 - e 30 53 - e 30 54 - e 31 32 : e 31 55 - e 32 56 -
1.166,v 0 O v 1 C v 2 C v 3 C v 4 N v 5 S v 6 O v 7 O v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 F v 15 N v 16 C v 17 C v 18 N v 19 S v 20 O v 21 O v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 F v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 = e 1 2 - e 1 15 - e 2 3 - e 2 31 - e 2 32 - e 3 4 - e 3 33 - e 3 34 - e 4 5 - e 4 35 - e 5 6 = e 5 7 = e 5 8 - e 8 9 : e 8 13 : e 9 10 : e 9 36 - e 10 11 : e 10 37 - e 11 12 : e 11 38 - e 12 13 : e 12 39 - e 13 14 - e 15 16 - e 15 30 - e 16 17 - e 16 40 - e 16 41 - e 17 18 - e 17 42 - e 17 43 - e 18 19 - e 18 29 - e 19 20 = e 19 21 = e 19 22 - e 22 23 : e 22 27 : e 23 24 : e 23 44 - e 24 25 : e 24 45 - e 25 26 : e 25 46 - e 26 27 : e 26 47 - e 27 28 - e 29 30 - e 29 48 - e 29 49 - e 30 50 - e 30 51 -
1.398,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 S v 6 O v 7 O v 8 N v 9 C v 10 C v 11 O v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 O v 21 C v 22 O v 23 C v 24 O v 25 N v 26 C v 27 C v 28 N v 29 C v 30 C v 31 C v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 : e 1 33 : e 2 3 : e 2 37 - e 3 4 : e 3 38 - e 4 5 - e 4 32 : e 5 6 = e 5 7 = e 5 8 - e 8 9 - e 8 23 - e 9 10 - e 9 39 - e 9 40 - e 10 11 = e 10 12 - e 12 13 - e 12 41 - e 13 14 - e 13 42 - e 13 43 - e 14 15 : e 14 19 : e 15 16 : e 15 44 - e 16 17 : e 16 45 - e 17 18 : e 17 22 - e 18 19 : e 18 20 - e 19 46 - e 20 21 - e 21 22 - e 21 47 - e 21 48 - e 23 24 = e 23 25 - e 25 26 - e 25 31 - e 26 27 - e 26 49 - e 26 50 - e 27 28 - e 27 51 - e 27 52 - e 28 29 - e 28 30 - e 29 53 - e 29 54 - e 29 55 - e 30 31 - e 30 56 - e 30 57 - e 31 58 - e 31 59 - e 32 33 : e 32 60 - e 33 61 -
1.361,v 0 C v 1 O v 2 C v 3 C v 4 N v 5 C v 6 O v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 O v 15 C v 16 O v 17 C v 18 N v 19 C v 20 C v 21 O v 22 N v 23 C v 24 C v 25 C v 26 C v 27 Cl v 28 C v 29 C v 30 C v 31 C v 32 O v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 - e 2 36 - e 2 37 - e 3 4 - e 3 38 - e 3 39 - e 4 5 - e 4 31 - e 5 6 = e 5 7 - e 7 8 - e 7 30 - e 7 40 - e 8 9 - e 8 18 - e 8 41 - e 9 10 - e 9 42 - e 9 43 - e 10 11 : e 10 17 : e 11 12 : e 11 44 - e 12 13 : e 12 45 - e 13 14 - e 13 15 : e 14 46 - e 15 16 - e 15 17 : e 16 47 - e 17 48 - e 18 19 - e 18 49 - e 19 20 - e 19 29 - e 19 30 - e 20 21 = e 20 22 - e 22 23 - e 22 50 - e 23 24 : e 23 29 : e 24 25 : e 24 51 - e 25 26 : e 25 52 - e 26 27 - e 26 28 : e 28 29 : e 28 53 - e 30 31 - e 30 54 - e 31 32 =
1.79,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 C v 10 N v 11 C v 12 C v 13 O v 14 N v 15 C v 16 C v 17 N v 18 C v 19 O v 20 C v 21 C v 22 C v 23 O v 24 N v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 C v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H v 69 H v 70 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 2 3 : e 2 35 : e 3 4 : e 3 39 - e 4 5 : e 4 40 - e 5 6 : e 5 41 - e 6 7 - e 6 35 : e 7 8 - e 7 34 - e 8 9 - e 8 42 - e 8 43 - e 9 10 - e 9 44 - e 9 45 - e 10 11 - e 10 33 - e 11 12 - e 11 46 - e 11 47 - e 12 13 = e 12 14 - e 14 15 - e 14 20 - e 15 16 - e 15 48 - e 15 49 - e 16 17 - e 16 50 - e 16 51 - e 17 18 - e 17 52 - e 18 19 = e 18 20 - e 20 21 - e 20 53 - e 21 22 - e 21 54 - e 21 55 - e 22 23 = e 22 24 - e 24 25 - e 24 56 - e 25 26 : e 25 32 : e 26 27 : e 26 57 - e 27 28 - e 27 29 : e 28 58 - e 28 59 - e 28 60 - e 29 30 : e 29 61 - e 30 31 - e 30 32 : e 31 62 - e 31 63 - e 31 64 - e 32 65 - e 33 34 - e 33 66 - e 33 67 - e 34 68 - e 34 69 - e 35 70 -
1.717,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 N v 7 O v 8 O v 9 C v 10 N v 11 C v 12 O v 13 C v 14 O v 15 C v 16 O v 17 C v 18 C v 19 C v 20 C v 21 O v 22 N v 23 N v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 - e 5 9 : e 6 7 = e 6 8 - e 9 10 - e 9 32 : e 10 11 - e 10 38 - e 11 12 = e 11 13 - e 13 14 - e 13 39 - e 13 40 - e 14 15 - e 15 16 = e 15 17 - e 17 18 - e 17 41 - e 17 42 - e 18 19 - e 18 43 - e 18 44 - e 19 20 - e 19 45 - e 19 46 - e 20 21 = e 20 22 - e 22 23 - e 22 47 - e 23 24 - e 23 48 - e 24 25 = e 24 26 - e 26 27 : e 26 31 : e 27 28 : e 27 49 - e 28 29 : e 28 50 - e 29 30 : e 29 51 - e 30 31 : e 30 52 - e 31 53 - e 32 54 -
1.572,v 0 N v 1 S v 2 O v 3 O v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 O v 11 C v 12 S v 13 C v 14 S v 15 N v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 N v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 31 - e 0 32 - e 1 2 = e 1 3 = e 1 4 - e 4 5 : e 4 30 : e 5 6 : e 5 33 - e 6 7 : e 6 34 - e 7 8 - e 7 29 : e 8 9 - e 8 35 - e 9 10 = e 9 11 - e 11 12 - e 11 36 - e 11 37 - e 12 13 - e 13 14 = e 13 15 - e 15 16 - e 15 20 - e 16 17 - e 16 38 - e 16 39 - e 17 18 - e 17 23 - e 17 40 - e 18 19 - e 18 41 - e 18 42 - e 19 20 - e 19 21 - e 19 43 - e 20 44 - e 20 45 - e 21 22 - e 21 46 - e 21 47 - e 22 23 - e 22 27 - e 22 48 - e 23 24 - e 24 25 - e 24 49 - e 25 26 - e 25 50 - e 26 27 - e 26 51 - e 27 28 = e 29 30 : e 29 52 - e 30 53 -
1.972,v 0 C v 1 C v 2 C v 3 C v 4 N v 5 O v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 O v 13 C v 14 F v 15 F v 16 F v 17 C v 18 C v 19 C v 20 C v 21 O v 22 N v 23 C v 24 C v 25 O v 26 N v 27 C v 28 C v 29 O v 30 N v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 30 - e 2 3 - e 2 4 - e 3 35 - e 3 36 - e 3 37 - e 4 5 - e 4 6 - e 6 7 - e 6 30 - e 7 8 - e 7 19 - e 7 38 - e 8 9 : e 8 18 : e 9 10 : e 9 39 - e 10 11 : e 10 40 - e 11 12 - e 11 17 : e 12 13 - e 13 14 - e 13 15 - e 13 16 - e 17 18 : e 17 41 - e 18 42 - e 19 20 - e 19 28 - e 19 43 - e 20 21 = e 20 22 - e 22 23 - e 22 24 - e 23 44 - e 23 45 - e 23 46 - e 24 25 = e 24 26 - e 26 27 - e 26 28 - e 27 47 - e 27 48 - e 27 49 - e 28 29 = e 30 31 - e 30 50 - e 31 51 - e 31 52 - e 31 53 -
1.962,v 0 C v 1 C v 2 O v 3 O v 4 C v 5 C v 6 O v 7 C v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 N v 17 C v 18 S v 19 C v 20 O v 21 C v 22 C v 23 O v 24 C v 25 O v 26 C v 27 C v 28 O v 29 C v 30 O v 31 C v 32 C v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 = e 1 3 - e 3 4 - e 4 5 - e 4 37 - e 4 38 - e 5 6 - e 5 29 - e 5 39 - e 6 7 - e 7 8 - e 7 19 - e 7 40 - e 8 9 - e 8 17 - e 8 41 - e 9 10 - e 9 11 - e 10 42 - e 10 43 - e 10 44 - e 11 12 - e 11 45 - e 12 13 - e 12 14 - e 13 46 - e 13 47 - e 13 48 - e 14 15 - e 14 17 - e 15 16 # e 17 18 = e 19 20 - e 19 24 - e 19 49 - e 20 21 - e 21 22 - e 21 23 = e 22 50 - e 22 51 - e 22 52 - e 24 25 - e 24 29 - e 24 53 - e 25 26 - e 26 27 - e 26 28 = e 27 54 - e 27 55 - e 27 56 - e 29 30 - e 29 57 - e 30 31 - e 31 32 - e 31 33 = e 32 58 - e 32 59 - e 32 60 -
1.843,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 N v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 N v 18 O v 19 N v 20 C v 21 C v 22 O v 23 N v 24 C v 25 C v 26 C v 27 C v 28 C v 29 Cl v 30 C v 31 C v 32 C v 33 C v 34 O v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 2 3 : e 2 7 : e 3 4 : e 3 38 - e 4 5 : e 4 39 - e 5 6 : e 5 40 - e 6 7 : e 6 41 - e 7 8 - e 8 9 - e 8 42 - e 8 43 - e 9 10 - e 9 33 - e 10 11 = e 10 12 - e 12 13 - e 12 32 - e 12 44 - e 13 14 - e 13 19 - e 13 45 - e 14 15 - e 14 46 - e 14 47 - e 15 16 - e 15 48 - e 15 49 - e 16 17 - e 16 18 = e 17 50 - e 17 51 - e 19 20 - e 19 52 - e 20 21 - e 20 25 - e 20 32 - e 21 22 = e 21 23 - e 23 24 - e 23 53 - e 24 25 : e 24 30 : e 25 26 : e 26 27 : e 26 54 - e 27 28 : e 27 55 - e 28 29 - e 28 30 : e 30 31 - e 31 56 - e 31 57 - e 31 58 - e 32 33 - e 32 59 - e 33 34 =
1.936,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 N v 6 C v 7 O v 8 C v 9 C v 10 O v 11 N v 12 N v 13 C v 14 C v 15 C v 16 C v 17 C v 18 O v 19 C v 20 C v 21 O v 22 N v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 - e 2 36 - e 2 37 - e 3 4 - e 3 38 - e 3 39 - e 4 5 - e 4 40 - e 4 41 - e 5 6 - e 5 42 - e 6 7 = e 6 8 - e 8 9 - e 8 43 - e 8 44 - e 9 10 = e 9 11 - e 11 12 - e 11 45 - e 12 13 = e 13 14 - e 13 46 - e 14 15 : e 14 32 : e 15 16 : e 15 47 - e 16 17 : e 16 48 - e 17 18 - e 17 31 : e 18 19 - e 19 20 - e 19 49 - e 19 50 - e 20 21 = e 20 22 - e 22 23 - e 22 51 - e 23 24 - e 23 25 - e 23 52 - e 24 53 - e 24 54 - e 24 55 - e 25 26 : e 25 30 : e 26 27 : e 26 56 - e 27 28 : e 27 57 - e 28 29 : e 28 58 - e 29 30 : e 29 59 - e 30 60 - e 31 32 : e 31 61 - e 32 62 -
1.149,v 0 C v 1 C v 2 N v 3 C v 4 C v 5 N v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 O v 18 O v 19 C v 20 O v 21 C v 22 N v 23 N v 24 N v 25 N v 26 C v 27 C v 28 C v 29 C v 30 C v 31 O v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 1 37 - e 1 38 - e 2 3 - e 2 33 - e 3 4 - e 3 39 - e 3 40 - e 4 5 - e 4 41 - e 4 42 - e 5 6 - e 5 32 - e 6 7 - e 6 21 - e 6 43 - e 7 8 - e 7 16 - e 8 9 - e 8 44 - e 9 10 : e 9 14 : e 10 11 : e 10 45 - e 11 12 : e 11 20 - e 12 13 : e 12 18 - e 13 14 : e 13 46 - e 14 15 - e 15 16 - e 15 47 - e 16 17 = e 18 19 - e 19 20 - e 19 48 - e 19 49 - e 21 22 - e 21 25 - e 22 23 - e 23 24 - e 24 25 - e 25 26 - e 25 50 - e 26 27 - e 26 51 - e 26 52 - e 27 28 - e 27 31 - e 27 53 - e 28 29 - e 28 54 - e 28 55 - e 29 30 - e 29 56 - e 29 57 - e 30 31 - e 30 58 - e 30 59 - e 32 33 - e 32 60 - e 32 61 - e 33 62 - e 33 63 -
1.757,v 0 C v 1 N v 2 C v 3 O v 4 C v 5 C v 6 N v 7 C v 8 C v 9 C v 10 C v 11 C v 12 Br v 13 C v 14 C v 15 C v 16 O v 17 C v 18 N v 19 C v 20 O v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 S v 28 O v 29 O v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 1 33 - e 2 3 = e 2 4 - e 4 5 - e 4 6 - e 4 34 - e 5 35 - e 5 36 - e 5 37 - e 6 7 - e 6 15 - e 7 8 - e 7 38 - e 7 39 - e 8 9 : e 8 14 : e 9 10 : e 9 40 - e 10 11 : e 10 41 - e 11 12 - e 11 13 : e 13 14 : e 13 42 - e 14 43 - e 15 16 = e 15 17 - e 17 18 - e 17 44 - e 17 45 - e 18 19 - e 18 27 - e 19 20 = e 19 21 - e 21 22 : e 21 26 : e 22 23 : e 22 46 - e 23 24 : e 23 47 - e 24 25 : e 24 48 - e 25 26 : e 25 49 - e 26 27 - e 27 28 = e 27 29 =
1.821,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 O v 8 O v 9 C v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 O v 21 N v 22 C v 23 C v 24 C v 25 C v 26 C v 27 S v 28 O v 29 O v 30 N v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 26 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 - e 5 25 : e 6 7 = e 6 8 - e 8 9 - e 9 10 - e 9 38 - e 9 39 - e 10 11 = e 10 12 - e 12 13 - e 12 17 - e 13 14 - e 13 40 - e 14 15 - e 14 24 - e 15 16 - e 15 21 - e 16 17 - e 16 18 - e 17 41 - e 18 19 - e 18 42 - e 18 43 - e 19 20 = e 19 21 - e 21 22 - e 22 23 - e 22 44 - e 22 45 - e 23 24 - e 23 46 - e 23 47 - e 24 48 - e 24 49 - e 25 26 : e 25 50 - e 26 27 - e 27 28 = e 27 29 = e 27 30 - e 30 31 - e 30 32 - e 31 51 - e 31 52 - e 31 53 - e 32 54 - e 32 55 - e 32 56 -
1.928,v 0 C v 1 S v 2 C v 3 C v 4 C v 5 C v 6 S v 7 O v 8 O v 9 N v 10 C v 11 C v 12 O v 13 O v 14 C v 15 C v 16 O v 17 N v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 N v 28 O v 29 O v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 2 3 : e 2 26 : e 3 4 : e 3 33 - e 4 5 : e 4 34 - e 5 6 - e 5 25 : e 6 7 = e 6 8 = e 6 9 - e 9 10 - e 9 35 - e 10 11 - e 10 36 - e 10 37 - e 11 12 = e 11 13 - e 13 14 - e 14 15 - e 14 38 - e 14 39 - e 15 16 = e 15 17 - e 17 18 - e 17 23 - e 18 19 - e 18 20 - e 18 40 - e 19 41 - e 19 42 - e 19 43 - e 20 21 - e 20 44 - e 20 45 - e 21 22 - e 21 46 - e 21 47 - e 22 23 - e 22 48 - e 22 49 - e 23 24 - e 23 50 - e 24 51 - e 24 52 - e 24 53 - e 25 26 : e 25 54 - e 26 27 - e 27 28 = e 27 29 -
1.9,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 N v 7 C v 8 C v 9 S v 10 C v 11 N v 12 C v 13 O v 14 C v 15 O v 16 C v 17 O v 18 C v 19 S v 20 C v 21 C v 22 C v 23 S v 24 N v 25 O v 26 O v 27 C v 28 C v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H e 0 1 - e 0 29 - e 0 30 - e 0 31 - e 1 2 : e 1 28 : e 2 3 : e 2 32 - e 3 4 : e 3 33 - e 4 5 - e 4 27 : e 5 6 - e 5 34 - e 5 35 - e 6 7 - e 6 10 - e 6 36 - e 7 8 - e 7 37 - e 8 9 - e 8 38 - e 9 10 - e 9 39 - e 10 11 = e 11 12 - e 12 13 = e 12 14 - e 14 15 - e 14 40 - e 14 41 - e 15 16 - e 16 17 = e 16 18 - e 18 19 : e 18 22 : e 19 20 : e 19 42 - e 20 21 : e 20 43 - e 21 22 : e 21 44 - e 22 23 - e 23 24 - e 23 25 = e 23 26 = e 24 45 - e 24 46 - e 27 28 : e 27 47 - e 28 48 -
1.475,v 0 C v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 N v 8 N v 9 C v 10 O v 11 C v 12 N v 13 N v 14 N v 15 C v 16 N v 17 O v 18 N v 19 C v 20 N v 21 C v 22 C v 23 N v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 O v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 1 37 - e 1 38 - e 2 3 - e 3 4 : e 3 32 : e 4 5 : e 4 39 - e 5 6 - e 5 30 : e 6 7 = e 6 40 - e 7 8 - e 8 9 - e 8 41 - e 9 10 = e 9 11 - e 11 12 - e 11 21 - e 12 13 - e 13 14 - e 14 15 - e 14 21 - e 14 42 - e 15 16 : e 15 19 : e 16 17 : e 17 18 : e 18 19 : e 19 20 - e 20 43 - e 20 44 - e 21 22 - e 22 23 - e 22 45 - e 22 46 - e 23 24 - e 23 28 - e 24 25 - e 24 47 - e 24 48 - e 25 26 - e 25 49 - e 25 50 - e 26 27 - e 26 51 - e 26 52 - e 27 28 - e 27 53 - e 27 54 - e 28 29 - e 28 55 - e 29 56 - e 29 57 - e 29 58 - e 30 31 : e 30 59 - e 31 32 : e 31 60 - e 32 33 - e 33 61 -
